orderNumber,orderDate,requiredDate,status,customerNumber,amount,paymentMethod
3736,2024-07-27,2024-07-27,On Hold,1,322.85,Bank Transfer
3737,2024-04-10,2024-04-10,Shipped,897,2713.92,PayPal
3738,2024-08-07,2024-08-07,Processing,999,8712.86,PayPal
3739,2024-07-13,2024-07-13,Processing,920,9005.48,Bank Transfer
3740,2024-08-19,2024-08-19,Cancelled,477,6446.64,Bank Transfer
3741,2024-09-06,2024-09-06,Processing,999,2960.9,PayPal
3742,2024-06-15,2024-06-15,On Hold,609,1613.18,Cash
3743,2024-11-01,2024-11-01,Cancelled,264,4698.9,Credit Card
3744,2024-01-22,2024-01-22,On Hold,122,9960.56,Cash
3745,2024-02-29,2024-02-29,Cancelled,61,3763.58,PayPal
3746,2024-01-05,2024-01-05,On Hold,255,8178.51,Cash
3747,2024-08-19,2024-08-19,Shipped,72,2540.58,Bank Transfer
3748,2024-04-07,2024-04-07,Processing,614,9752.53,Credit Card
3749,2024-04-01,2024-04-01,Cancelled,326,7894.16,PayPal
3750,2024-04-30,2024-04-30,On Hold,225,9721.84,Cash
3751,2024-04-02,2024-04-02,Shipped,402,9038.07,Credit Card
3752,2024-08-20,2024-08-20,Processing,150,1296.01,Credit Card
3753,2024-09-01,2024-09-01,On Hold,177,4212.66,Bank Transfer
3754,2024-03-15,2024-03-15,Shipped,446,5759.87,Cash
3755,2024-04-22,2024-04-22,Processing,843,3309.64,Cash
3756,2024-02-22,2024-02-22,On Hold,538,5555.71,PayPal
3757,2024-03-25,2024-03-25,Cancelled,563,9220.97,Bank Transfer
3758,2024-05-19,2024-05-19,Shipped,374,1593.22,Bank Transfer
3759,2024-01-02,2024-01-02,Processing,293,1816.53,Bank Transfer
3760,2024-07-22,2024-07-22,Cancelled,135,2449.6,Bank Transfer
3761,2024-02-17,2024-02-17,Shipped,162,7072.23,PayPal
3762,2024-07-26,2024-07-26,Shipped,350,9047.22,Bank Transfer
3763,2024-05-31,2024-05-31,Processing,911,1141.44,PayPal
3764,2024-04-08,2024-04-08,Processing,601,2357.93,PayPal
3765,2024-11-21,2024-11-21,Processing,991,3780.57,PayPal
3766,2024-02-03,2024-02-03,Cancelled,858,2877.01,Cash
3767,2024-10-23,2024-10-23,Shipped,655,8668.85,Cash
3768,2024-10-12,2024-10-12,On Hold,412,4055.41,Bank Transfer
3769,2024-09-21,2024-09-21,Processing,937,3728.28,PayPal
3770,2024-03-05,2024-03-05,Processing,932,821.43,Credit Card
3771,2024-04-14,2024-04-14,On Hold,144,5717.12,PayPal
3772,2024-03-07,2024-03-07,Shipped,215,5025.88,Bank Transfer
3773,2024-06-18,2024-06-18,On Hold,637,5718.19,Credit Card
3774,2024-03-07,2024-03-07,Processing,833,4125.25,Credit Card
3775,2024-09-17,2024-09-17,On Hold,864,135.43,Bank Transfer
3776,2024-04-10,2024-04-10,Processing,200,2233.05,Bank Transfer
3777,2024-04-11,2024-04-11,Cancelled,360,2012.89,Cash
3778,2024-11-17,2024-11-17,Cancelled,459,1048.54,Credit Card
3779,2024-07-08,2024-07-08,On Hold,550,3118.66,Cash
3780,2024-11-19,2024-11-19,Cancelled,928,231.33,PayPal
3781,2024-06-24,2024-06-24,Cancelled,956,8655.46,PayPal
3782,2024-06-15,2024-06-15,Shipped,456,8953.03,Bank Transfer
3783,2024-01-02,2024-01-02,Processing,853,657.15,Cash
3784,2024-04-28,2024-04-28,On Hold,277,6277.52,Cash
3785,2024-11-17,2024-11-17,Processing,326,9822.83,Bank Transfer
3786,2024-08-29,2024-08-29,Cancelled,125,2399.09,Bank Transfer
3787,2024-05-04,2024-05-04,Shipped,362,1917.05,Credit Card
3788,2024-06-06,2024-06-06,Shipped,392,9036.81,Bank Transfer
3789,2024-09-18,2024-09-18,On Hold,764,5465.38,Cash
3790,2024-08-08,2024-08-08,On Hold,691,5352.38,Cash
3791,2024-08-16,2024-08-16,Cancelled,841,1071.36,Cash
3792,2024-07-12,2024-07-12,Cancelled,787,5004.31,Cash
3793,2024-03-10,2024-03-10,Shipped,564,9019.28,Credit Card
3794,2024-08-05,2024-08-05,On Hold,213,8626.72,PayPal
3795,2024-06-15,2024-06-15,Processing,716,3926.39,Bank Transfer
3796,2024-10-25,2024-10-25,Cancelled,253,9105.46,PayPal
3797,2024-08-24,2024-08-24,Cancelled,498,9392.7,Bank Transfer
3798,2024-10-21,2024-10-21,Cancelled,699,2809.81,Bank Transfer
3799,2024-08-14,2024-08-14,Shipped,810,3602.28,PayPal
3800,2024-09-05,2024-09-05,On Hold,986,9543.69,Credit Card
3801,2024-03-29,2024-03-29,Cancelled,666,2562.99,Credit Card
3802,2024-05-08,2024-05-08,Cancelled,93,9384.26,Cash
3803,2024-11-20,2024-11-20,Cancelled,142,6440.2,PayPal
3804,2024-11-07,2024-11-07,Cancelled,154,1746.06,Cash
3805,2024-04-30,2024-04-30,Shipped,829,2524.83,Credit Card
3806,2024-10-24,2024-10-24,Cancelled,319,3122.96,PayPal
3807,2024-02-21,2024-02-21,Processing,500,8652.72,Cash
3808,2024-04-29,2024-04-29,Shipped,881,8202.12,PayPal
3809,2024-02-17,2024-02-17,Processing,504,3661.69,PayPal
3810,2024-07-21,2024-07-21,Cancelled,817,7333.74,Bank Transfer
3811,2024-05-09,2024-05-09,Processing,410,1211.15,Bank Transfer
3812,2024-02-25,2024-02-25,Cancelled,34,1998.48,PayPal
3813,2024-06-09,2024-06-09,Processing,876,2019.45,Cash
3814,2024-04-12,2024-04-12,Shipped,581,1674.9,Cash
3815,2024-04-03,2024-04-03,Processing,911,1654.54,Bank Transfer
3816,2024-10-06,2024-10-06,Shipped,903,6483.92,Cash
3817,2024-07-24,2024-07-24,Processing,322,8358.8,PayPal
3818,2024-05-09,2024-05-09,Processing,813,5456.81,Cash
3819,2024-11-10,2024-11-10,Cancelled,512,1309.21,Cash
3820,2024-03-06,2024-03-06,Cancelled,912,4560.64,PayPal
3821,2024-11-04,2024-11-04,On Hold,77,7840.91,Cash
3822,2024-11-07,2024-11-07,On Hold,932,9310.21,Bank Transfer
3823,2024-01-14,2024-01-14,Shipped,645,6849.14,Cash
3824,2024-02-27,2024-02-27,Shipped,916,981.96,Cash
3825,2024-08-22,2024-08-22,Processing,829,9391.68,Credit Card
3826,2024-08-09,2024-08-09,Shipped,553,7095.12,Credit Card
3827,2024-03-29,2024-03-29,On Hold,859,8155.34,PayPal
3828,2024-06-15,2024-06-15,Cancelled,418,3446.0,Credit Card
3829,2024-09-13,2024-09-13,Cancelled,308,509.48,Cash
3830,2024-05-29,2024-05-29,On Hold,703,8450.26,Credit Card
3831,2024-11-04,2024-11-04,On Hold,274,3038.17,Bank Transfer
3832,2024-09-03,2024-09-03,On Hold,43,6081.72,Credit Card
3833,2024-11-19,2024-11-19,Cancelled,128,6704.49,Cash
3834,2024-02-16,2024-02-16,Processing,92,8256.6,Bank Transfer
3835,2024-11-23,2024-11-23,Processing,326,5832.03,Bank Transfer
3836,2024-09-18,2024-09-18,Cancelled,917,206.34,Credit Card
3837,2024-02-15,2024-02-15,Processing,956,6874.1,Bank Transfer
3838,2024-08-01,2024-08-01,Processing,513,5043.3,Bank Transfer
3839,2024-07-07,2024-07-07,Cancelled,976,4797.9,PayPal
3840,2024-08-01,2024-08-01,Shipped,897,3742.22,Credit Card
3841,2024-01-19,2024-01-19,On Hold,762,8675.2,PayPal
3842,2024-07-01,2024-07-01,Shipped,458,4242.56,Bank Transfer
3843,2024-04-03,2024-04-03,On Hold,374,7568.19,Bank Transfer
3844,2024-07-22,2024-07-22,Shipped,754,6000.37,Credit Card
3845,2024-04-27,2024-04-27,Shipped,589,3114.75,Bank Transfer
3846,2024-11-24,2024-11-24,Cancelled,835,3078.99,Cash
3847,2024-10-13,2024-10-13,Cancelled,171,7611.58,PayPal
3848,2024-05-07,2024-05-07,Cancelled,344,5333.67,Cash
3849,2024-02-27,2024-02-27,Processing,270,943.45,Cash
3850,2024-11-22,2024-11-22,On Hold,19,5125.34,Cash
3851,2024-06-04,2024-06-04,Processing,435,3414.62,Bank Transfer
3852,2024-02-07,2024-02-07,Shipped,42,356.17,Credit Card
3853,2024-01-18,2024-01-18,Cancelled,419,7261.84,Cash
3854,2024-03-30,2024-03-30,Cancelled,439,6929.8,PayPal
3855,2024-05-10,2024-05-10,On Hold,253,7197.81,Bank Transfer
3856,2024-03-31,2024-03-31,Processing,896,9198.79,Bank Transfer
3857,2024-09-25,2024-09-25,Processing,125,581.07,Credit Card
3858,2024-01-08,2024-01-08,Cancelled,414,6699.34,Credit Card
3859,2024-02-23,2024-02-23,On Hold,649,4504.58,PayPal
3860,2024-07-28,2024-07-28,Shipped,768,5191.6,Cash
3861,2024-01-29,2024-01-29,Processing,963,4487.17,Credit Card
3862,2024-09-03,2024-09-03,Cancelled,415,3307.6,Cash
3863,2024-09-30,2024-09-30,Shipped,530,1129.7,Cash
3864,2024-02-17,2024-02-17,Processing,513,8781.63,Cash
3865,2024-07-11,2024-07-11,Shipped,538,5383.99,Cash
3866,2024-08-28,2024-08-28,On Hold,78,9530.93,Credit Card
3867,2024-08-23,2024-08-23,Processing,402,5000.82,Credit Card
3868,2024-03-04,2024-03-04,Cancelled,112,1357.7,PayPal
3869,2024-04-14,2024-04-14,On Hold,677,7146.71,PayPal
3870,2024-01-03,2024-01-03,On Hold,316,6765.96,Cash
3871,2024-03-31,2024-03-31,On Hold,62,2340.01,PayPal
3872,2024-10-21,2024-10-21,Processing,401,7956.0,PayPal
3873,2024-05-05,2024-05-05,On Hold,977,2058.86,Cash
3874,2024-08-02,2024-08-02,Cancelled,185,7696.14,Credit Card
3875,2024-01-17,2024-01-17,On Hold,833,6841.67,Credit Card
3876,2024-11-04,2024-11-04,Processing,907,3912.91,PayPal
3877,2024-03-01,2024-03-01,Processing,663,8428.49,Credit Card
3878,2024-11-23,2024-11-23,Processing,841,399.02,Cash
3879,2024-11-22,2024-11-22,Cancelled,659,4091.62,Bank Transfer
3880,2024-03-02,2024-03-02,Shipped,311,8254.57,PayPal
3881,2024-07-23,2024-07-23,Cancelled,904,1365.46,Cash
3882,2024-05-20,2024-05-20,Cancelled,426,3020.9,Cash
3883,2024-05-12,2024-05-12,Cancelled,638,464.65,PayPal
3884,2024-11-01,2024-11-01,Processing,665,4990.77,Bank Transfer
3885,2024-06-07,2024-06-07,On Hold,500,6904.25,PayPal
3886,2024-07-03,2024-07-03,Shipped,835,5825.88,PayPal
3887,2024-08-03,2024-08-03,Cancelled,52,6208.2,Cash
3888,2024-09-16,2024-09-16,Cancelled,368,1121.78,Bank Transfer
3889,2024-09-23,2024-09-23,On Hold,367,6420.76,Cash
3890,2024-10-17,2024-10-17,Cancelled,656,511.35,Credit Card
3891,2024-10-31,2024-10-31,Processing,803,685.38,PayPal
3892,2024-04-17,2024-04-17,Cancelled,477,469.53,Bank Transfer
3893,2024-07-25,2024-07-25,Cancelled,729,5430.93,Bank Transfer
3894,2024-10-29,2024-10-29,Cancelled,914,8957.99,Bank Transfer
3895,2024-11-18,2024-11-18,Shipped,824,5786.75,Bank Transfer
3896,2024-09-26,2024-09-26,On Hold,966,5377.34,Cash
3897,2024-10-26,2024-10-26,Shipped,790,1079.24,Cash
3898,2024-07-01,2024-07-01,Shipped,469,5363.97,Bank Transfer
3899,2024-04-19,2024-04-19,Processing,817,569.82,Cash
3900,2024-09-01,2024-09-01,On Hold,565,9037.7,Bank Transfer
3901,2024-03-19,2024-03-19,Cancelled,740,3919.67,Bank Transfer
3902,2024-05-08,2024-05-08,Shipped,385,1148.76,PayPal
3903,2024-03-01,2024-03-01,Processing,116,6921.52,Cash
3904,2024-11-03,2024-11-03,Shipped,305,2901.7,Cash
3905,2024-08-20,2024-08-20,Cancelled,604,6237.41,PayPal
3906,2024-10-19,2024-10-19,Processing,877,5371.43,Credit Card
3907,2024-06-26,2024-06-26,Cancelled,371,5988.23,Credit Card
3908,2024-07-17,2024-07-17,Processing,988,2211.32,Cash
3909,2024-03-22,2024-03-22,Shipped,177,5715.51,Cash
3910,2024-09-02,2024-09-02,Shipped,250,2050.74,PayPal
3911,2024-11-19,2024-11-19,On Hold,511,6708.59,Credit Card
3912,2024-05-07,2024-05-07,On Hold,63,9556.4,Bank Transfer
3913,2024-10-23,2024-10-23,Shipped,785,5742.17,Cash
3914,2024-06-03,2024-06-03,Processing,665,1502.71,PayPal
3915,2024-03-31,2024-03-31,Cancelled,38,4842.23,Credit Card
3916,2024-02-20,2024-02-20,On Hold,354,5813.23,Cash
3917,2024-01-19,2024-01-19,On Hold,860,1678.86,Bank Transfer
3918,2024-07-03,2024-07-03,On Hold,953,8525.12,Bank Transfer
3919,2024-01-23,2024-01-23,Shipped,638,2074.21,Bank Transfer
3920,2024-11-16,2024-11-16,On Hold,259,7774.51,PayPal
3921,2024-09-05,2024-09-05,Cancelled,226,1602.57,Bank Transfer
3922,2024-08-13,2024-08-13,Processing,577,4422.75,Cash
3923,2024-05-20,2024-05-20,On Hold,896,7397.87,Cash
3924,2024-04-14,2024-04-14,On Hold,790,2898.5,PayPal
3925,2024-01-19,2024-01-19,Cancelled,964,8612.18,Cash
3926,2024-03-31,2024-03-31,On Hold,37,6553.39,Credit Card
3927,2024-07-09,2024-07-09,Processing,636,1593.08,Credit Card
3928,2024-07-06,2024-07-06,Cancelled,143,8373.77,Credit Card
3929,2024-09-12,2024-09-12,Cancelled,991,8517.13,Credit Card
3930,2024-07-26,2024-07-26,Cancelled,936,9969.88,Cash
3931,2024-08-16,2024-08-16,Shipped,896,538.31,Bank Transfer
3932,2024-02-25,2024-02-25,Cancelled,489,7381.21,Bank Transfer
3933,2024-06-23,2024-06-23,On Hold,249,1873.42,Cash
3934,2024-04-19,2024-04-19,Processing,926,945.26,Credit Card
3935,2024-10-20,2024-10-20,Processing,432,9407.13,Bank Transfer
3936,2024-06-26,2024-06-26,On Hold,38,1129.66,Cash
3937,2024-08-28,2024-08-28,Cancelled,226,1762.05,Bank Transfer
3938,2024-01-27,2024-01-27,Shipped,919,9864.72,PayPal
3939,2024-04-30,2024-04-30,On Hold,10,4904.14,PayPal
3940,2024-06-17,2024-06-17,Shipped,555,3738.72,Cash
3941,2024-08-11,2024-08-11,Cancelled,243,8033.22,PayPal
3942,2024-05-02,2024-05-02,Shipped,563,5015.85,Credit Card
3943,2024-02-11,2024-02-11,Shipped,978,1189.25,Cash
3944,2024-09-12,2024-09-12,On Hold,656,1528.69,Bank Transfer
3945,2024-09-21,2024-09-21,On Hold,273,2925.88,Bank Transfer
3946,2024-10-05,2024-10-05,Cancelled,87,4619.25,Cash
3947,2024-08-07,2024-08-07,Shipped,5,5520.34,Cash
3948,2024-09-28,2024-09-28,Cancelled,597,9419.8,Credit Card
3949,2024-03-06,2024-03-06,On Hold,777,7359.67,Bank Transfer
3950,2024-03-31,2024-03-31,Shipped,341,532.64,Cash
3951,2024-02-25,2024-02-25,Cancelled,691,9138.84,Credit Card
3952,2024-05-18,2024-05-18,On Hold,658,8394.74,Credit Card
3953,2024-10-13,2024-10-13,Shipped,804,2504.27,Credit Card
3954,2024-01-24,2024-01-24,Processing,649,7104.65,Bank Transfer
3955,2024-04-29,2024-04-29,Cancelled,931,1677.75,Bank Transfer
3956,2024-02-02,2024-02-02,Cancelled,671,1466.81,Bank Transfer
3957,2024-02-01,2024-02-01,Cancelled,652,4968.81,Credit Card
3958,2024-04-14,2024-04-14,Processing,930,5909.77,PayPal
3959,2024-01-15,2024-01-15,Processing,58,104.51,Credit Card
3960,2024-10-13,2024-10-13,Cancelled,146,6651.93,PayPal
3961,2024-01-18,2024-01-18,Shipped,918,1748.75,Cash
3962,2024-02-02,2024-02-02,Cancelled,282,5580.46,Cash
3963,2024-09-09,2024-09-09,Shipped,236,6080.45,PayPal
3964,2024-04-29,2024-04-29,Shipped,523,9767.98,Bank Transfer
3965,2024-01-27,2024-01-27,On Hold,314,7539.75,Cash
3966,2024-09-04,2024-09-04,Cancelled,178,3907.3,PayPal
3967,2024-11-19,2024-11-19,Cancelled,534,7413.83,Cash
3968,2024-11-10,2024-11-10,On Hold,255,2355.97,Credit Card
3969,2024-11-19,2024-11-19,Cancelled,389,9184.56,Bank Transfer
3970,2024-11-16,2024-11-16,Processing,714,3311.34,Bank Transfer
3971,2024-10-09,2024-10-09,Shipped,584,773.69,Cash
3972,2024-06-22,2024-06-22,On Hold,666,6515.18,Cash
3973,2024-02-12,2024-02-12,Shipped,10,5954.35,Cash
3974,2024-03-02,2024-03-02,Shipped,490,5144.08,Credit Card
3975,2024-08-06,2024-08-06,Processing,334,7661.13,Bank Transfer
3976,2024-09-06,2024-09-06,On Hold,312,8386.02,Cash
3977,2024-08-03,2024-08-03,Processing,918,7990.4,Bank Transfer
3978,2024-11-09,2024-11-09,Cancelled,418,9989.64,Credit Card
3979,2024-10-08,2024-10-08,On Hold,403,3400.39,Credit Card
3980,2024-06-10,2024-06-10,On Hold,363,3720.91,Cash
3981,2024-02-25,2024-02-25,Cancelled,142,7843.7,PayPal
3982,2024-09-28,2024-09-28,Processing,525,1716.23,PayPal
3983,2024-07-11,2024-07-11,Processing,428,1338.46,Cash
3984,2024-03-09,2024-03-09,Cancelled,706,5977.39,Credit Card
3985,2024-05-15,2024-05-15,Cancelled,899,7480.05,PayPal
3986,2024-03-17,2024-03-17,Cancelled,73,3862.62,Credit Card
3987,2024-09-22,2024-09-22,Processing,547,5215.33,Credit Card
3988,2024-11-11,2024-11-11,On Hold,468,6435.99,Cash
3989,2024-07-28,2024-07-28,Processing,893,6573.21,PayPal
3990,2024-07-14,2024-07-14,Processing,463,1190.14,Bank Transfer
3991,2024-07-23,2024-07-23,On Hold,977,9646.86,Credit Card
3992,2024-04-25,2024-04-25,On Hold,284,3902.8,Bank Transfer
3993,2024-10-05,2024-10-05,Processing,490,5938.25,Bank Transfer
3994,2024-05-16,2024-05-16,Processing,579,9433.46,Bank Transfer
3995,2024-03-03,2024-03-03,Shipped,76,2648.17,Bank Transfer
3996,2024-07-29,2024-07-29,Cancelled,108,7230.76,Credit Card
3997,2024-10-29,2024-10-29,Shipped,624,7630.14,PayPal
3998,2024-02-17,2024-02-17,Processing,207,8990.56,Credit Card
3999,2024-04-18,2024-04-18,Cancelled,958,1856.48,Cash
4000,2024-08-09,2024-08-09,Cancelled,934,3145.14,Credit Card
4001,2024-09-20,2024-09-20,Shipped,178,2963.15,PayPal
4002,2024-04-30,2024-04-30,Processing,300,5220.96,Cash
4003,2024-09-07,2024-09-07,Cancelled,995,6969.59,PayPal
4004,2024-10-01,2024-10-01,Shipped,984,8955.29,Credit Card
4005,2024-05-27,2024-05-27,On Hold,913,6595.59,Cash
4006,2024-10-05,2024-10-05,On Hold,820,2775.05,Credit Card
4007,2024-02-01,2024-02-01,Cancelled,103,1175.35,Cash
4008,2024-09-15,2024-09-15,Processing,819,598.14,Bank Transfer
4009,2024-01-19,2024-01-19,On Hold,451,5470.49,Credit Card
4010,2024-04-20,2024-04-20,Shipped,218,440.03,Credit Card
4011,2024-03-07,2024-03-07,Cancelled,56,7160.15,Bank Transfer
4012,2024-11-15,2024-11-15,Cancelled,311,2809.6,Bank Transfer
4013,2024-05-11,2024-05-11,Shipped,145,7753.81,Cash
4014,2024-02-19,2024-02-19,Processing,374,2750.53,PayPal
4015,2024-11-02,2024-11-02,Processing,457,8329.44,Cash
4016,2024-10-20,2024-10-20,Cancelled,285,4881.02,Credit Card
4017,2024-10-14,2024-10-14,Cancelled,833,5265.93,PayPal
4018,2024-09-06,2024-09-06,On Hold,978,3976.21,PayPal
4019,2024-08-25,2024-08-25,Shipped,559,4961.24,Credit Card
4020,2024-09-29,2024-09-29,On Hold,102,8985.81,Bank Transfer
4021,2024-08-27,2024-08-27,Cancelled,481,2314.86,PayPal
4022,2024-05-12,2024-05-12,Shipped,234,8551.14,Bank Transfer
4023,2024-07-18,2024-07-18,Cancelled,31,2134.62,Cash
4024,2024-01-07,2024-01-07,Shipped,746,2672.85,Cash
4025,2024-02-06,2024-02-06,Shipped,882,5909.89,Credit Card
4026,2024-02-20,2024-02-20,Shipped,366,8237.85,PayPal
4027,2024-02-16,2024-02-16,Shipped,699,7616.63,Cash
4028,2024-02-01,2024-02-01,Processing,959,9980.37,Credit Card
4029,2024-10-17,2024-10-17,Shipped,4,7566.61,Bank Transfer
4030,2024-07-14,2024-07-14,Shipped,847,4943.97,Bank Transfer
4031,2024-07-17,2024-07-17,Shipped,817,6374.76,Cash
4032,2024-04-24,2024-04-24,On Hold,272,767.34,Credit Card
4033,2024-01-14,2024-01-14,Processing,333,3807.25,PayPal
4034,2024-08-19,2024-08-19,Cancelled,212,4701.13,Cash
4035,2024-07-08,2024-07-08,On Hold,976,6936.78,Credit Card
4036,2024-07-07,2024-07-07,Cancelled,220,5723.19,Credit Card
4037,2024-05-15,2024-05-15,Shipped,962,1728.17,PayPal
4038,2024-11-26,2024-11-26,On Hold,142,6410.8,Cash
4039,2024-02-13,2024-02-13,On Hold,766,8624.69,Credit Card
4040,2024-02-03,2024-02-03,Cancelled,46,2596.55,Bank Transfer
4041,2024-07-31,2024-07-31,Processing,321,8448.87,Bank Transfer
4042,2024-09-01,2024-09-01,Processing,140,2063.18,Bank Transfer
4043,2024-07-29,2024-07-29,Cancelled,990,4422.18,Bank Transfer
4044,2024-10-06,2024-10-06,Shipped,46,9452.47,Credit Card
4045,2024-04-14,2024-04-14,On Hold,55,4852.56,Bank Transfer
4046,2024-02-12,2024-02-12,Shipped,940,2414.3,Bank Transfer
4047,2024-09-10,2024-09-10,Shipped,944,935.05,Credit Card
4048,2024-11-04,2024-11-04,On Hold,649,9317.16,Bank Transfer
4049,2024-06-15,2024-06-15,On Hold,369,7838.02,PayPal
4050,2024-11-17,2024-11-17,On Hold,610,8956.82,Cash
4051,2024-06-14,2024-06-14,On Hold,483,7502.21,Credit Card
4052,2024-01-03,2024-01-03,Cancelled,255,2645.81,Cash
4053,2024-03-28,2024-03-28,Shipped,147,284.51,PayPal
4054,2024-09-26,2024-09-26,Cancelled,524,6024.94,PayPal
4055,2024-08-15,2024-08-15,Shipped,184,4820.43,PayPal
4056,2024-08-19,2024-08-19,Processing,564,9630.21,PayPal
4057,2024-09-02,2024-09-02,On Hold,65,7130.79,Bank Transfer
4058,2024-04-01,2024-04-01,On Hold,592,7110.46,Credit Card
4059,2024-09-06,2024-09-06,On Hold,812,8105.38,Bank Transfer
4060,2024-02-21,2024-02-21,Processing,420,6559.05,PayPal
4061,2024-04-29,2024-04-29,Cancelled,242,1419.88,Cash
4062,2024-07-27,2024-07-27,Shipped,398,9375.19,Credit Card
4063,2024-08-03,2024-08-03,Shipped,5,1082.95,Bank Transfer
4064,2024-07-18,2024-07-18,Cancelled,636,1235.9,Credit Card
4065,2024-06-19,2024-06-19,Processing,50,4147.76,Cash
4066,2024-10-20,2024-10-20,On Hold,80,9247.38,Credit Card
4067,2024-07-02,2024-07-02,Cancelled,321,4373.02,Cash
4068,2024-07-21,2024-07-21,Processing,351,3651.95,Cash
4069,2024-05-27,2024-05-27,On Hold,703,8344.73,Cash
4070,2024-09-16,2024-09-16,Cancelled,432,3720.58,Credit Card
4071,2024-06-24,2024-06-24,On Hold,836,8739.42,Bank Transfer
4072,2024-09-06,2024-09-06,On Hold,567,7548.4,Cash
4073,2024-04-19,2024-04-19,Cancelled,594,9012.96,Credit Card
4074,2024-09-13,2024-09-13,Shipped,484,3294.6,Cash
4075,2024-06-14,2024-06-14,On Hold,521,3602.34,Cash
4076,2024-02-13,2024-02-13,On Hold,640,2792.02,Cash
4077,2024-09-06,2024-09-06,Processing,207,3847.19,Credit Card
4078,2024-04-16,2024-04-16,Processing,994,5449.48,PayPal
4079,2024-04-09,2024-04-09,Shipped,997,3722.91,Cash
4080,2024-05-27,2024-05-27,Cancelled,852,9966.9,Bank Transfer
4081,2024-02-01,2024-02-01,On Hold,967,9152.66,Credit Card
4082,2024-09-28,2024-09-28,Processing,775,7911.5,PayPal
4083,2024-10-04,2024-10-04,Processing,978,6720.63,Bank Transfer
4084,2024-01-11,2024-01-11,On Hold,858,7516.95,Credit Card
4085,2024-10-09,2024-10-09,Processing,983,4666.87,PayPal
4086,2024-07-28,2024-07-28,On Hold,431,1667.65,Cash
4087,2024-06-15,2024-06-15,Cancelled,203,5641.83,Credit Card
4088,2024-08-10,2024-08-10,On Hold,606,110.97,Cash
4089,2024-02-14,2024-02-14,Processing,208,6775.73,PayPal
4090,2024-02-14,2024-02-14,Processing,755,5069.26,Cash
4091,2024-11-02,2024-11-02,On Hold,697,1085.8,PayPal
4092,2024-03-07,2024-03-07,Shipped,702,8870.76,PayPal
4093,2024-05-16,2024-05-16,Shipped,399,2768.98,PayPal
4094,2024-02-07,2024-02-07,On Hold,883,9230.68,Cash
4095,2024-10-19,2024-10-19,Shipped,899,2551.4,Bank Transfer
4096,2024-08-12,2024-08-12,Processing,383,786.61,Credit Card
4097,2024-06-13,2024-06-13,Processing,977,8184.35,PayPal
4098,2024-07-18,2024-07-18,On Hold,594,5453.69,Credit Card
4099,2024-04-01,2024-04-01,Processing,576,904.23,Credit Card
4100,2024-07-17,2024-07-17,On Hold,448,6061.32,Credit Card
4101,2024-06-10,2024-06-10,Processing,885,8417.08,Bank Transfer
4102,2024-09-27,2024-09-27,Processing,860,8520.28,PayPal
4103,2024-11-15,2024-11-15,On Hold,931,372.08,Cash
4104,2024-06-02,2024-06-02,Shipped,837,2778.98,PayPal
4105,2024-09-12,2024-09-12,Shipped,40,4526.85,Cash
4106,2024-04-06,2024-04-06,Shipped,571,9270.14,Credit Card
4107,2024-05-19,2024-05-19,Shipped,264,127.98,PayPal
4108,2024-09-04,2024-09-04,Cancelled,419,9846.73,Cash
4109,2024-08-31,2024-08-31,Shipped,211,510.4,Credit Card
4110,2024-04-28,2024-04-28,Cancelled,272,7666.55,PayPal
4111,2024-04-21,2024-04-21,Processing,57,9020.84,Credit Card
4112,2024-10-31,2024-10-31,On Hold,949,1506.96,Bank Transfer
4113,2024-05-28,2024-05-28,Shipped,800,4230.59,PayPal
4114,2024-02-16,2024-02-16,Processing,438,9063.42,PayPal
4115,2024-05-01,2024-05-01,Cancelled,414,8784.04,Cash
4116,2024-10-01,2024-10-01,On Hold,864,2967.06,Credit Card
4117,2024-11-03,2024-11-03,Shipped,775,461.57,Credit Card
4118,2024-03-09,2024-03-09,On Hold,792,6538.7,Bank Transfer
4119,2024-01-27,2024-01-27,Shipped,934,7209.53,PayPal
4120,2024-04-05,2024-04-05,Shipped,321,9422.31,Cash
4121,2024-05-18,2024-05-18,Cancelled,895,7955.4,Cash
4122,2024-09-25,2024-09-25,Processing,156,4914.26,PayPal
4123,2024-09-24,2024-09-24,Shipped,813,7020.68,Credit Card
4124,2024-05-03,2024-05-03,Shipped,21,5796.42,Bank Transfer
4125,2024-06-26,2024-06-26,Cancelled,686,9396.22,Bank Transfer
4126,2024-04-03,2024-04-03,Cancelled,373,9114.86,Credit Card
4127,2024-11-09,2024-11-09,Processing,402,7513.36,Bank Transfer
4128,2024-01-01,2024-01-01,Cancelled,686,6434.61,Bank Transfer
4129,2024-06-27,2024-06-27,On Hold,122,4475.22,Cash
4130,2024-09-08,2024-09-08,Cancelled,586,520.3,Cash
4131,2024-04-06,2024-04-06,Processing,74,7497.98,PayPal
4132,2024-10-07,2024-10-07,Cancelled,251,3643.4,Bank Transfer
4133,2024-07-25,2024-07-25,Cancelled,715,8990.34,PayPal
4134,2024-02-15,2024-02-15,Cancelled,554,2615.6,Bank Transfer
4135,2024-02-04,2024-02-04,Cancelled,786,9899.9,Credit Card
4136,2024-10-24,2024-10-24,On Hold,679,3787.16,Bank Transfer
4137,2024-03-08,2024-03-08,On Hold,733,1256.2,Cash
